,Hotel Names,Rating,Stars,Location,Center Distance,Price,Description
254,15 Quindici by Serendipity Rooms,"8,3",3,Centro de Milán,0.7,1.546,"El 15 Quindici by Serendipity Rooms está muy bien situado en el distrito centro de Milán, a 1 km de La Scala, y ofrece habitaciones con aire acondicionado y WiFi gratuita. El establecimiento se encuentra a 2,9 km del distrito de la moda de Milán y a 750 metros de la catedral de Milán.

Todas las habitaciones del establecimiento disponen de TV de pantalla plana, nevera y baño privado con artículos de aseo gratuitos y secador de pelo.

Los lugares de interés de la zona incluyen la zona de Brera y el castillo Sforzesco, ubicados a 1,6 km. El 15 Quindici by Serendipity Rooms se sitúa a 8 km del aeropuerto de Milán-Linate, el más cercano."
255,Hotel Teco,"9,0",3,Estación central,2.2,1.137,"El Teco Hotel se encuentra entre la estación de tren y metro de Porta Venezia y la estación de metro de Lima. Dispone de bar y recepción, abiertos las 24 horas, y habitaciones con conexión WiFi gratuita y TV con canales vía satélite.

Las habitaciones se reformaron totalmente en 2012 y están equipadas con aire acondicionado, muebles elegantes, baño privado con cromoterapia, teléfono, zapatillas y caja fuerte para ordenador portátil. El desayuno buffet incluye productos dulces y salados.

El Hotel Teco está situado junto a la exclusiva zona comercial milanesa de Corso Buenos Aires. La catedral está a 15 minutos a pie y el metro enlaza con el centro de exposiciones Expo 2015. El establecimiento ofrece descuentos en un garaje asociado cercano."
256,St.Ambrogio 2BD New apartment,"9,0",3,Centro de Milán,1.1,2.197,"St.Ambrogio 2BD New apartment es un alojamiento bien situado en el centro de Milán que ofrece balcón. Iglesia de Santa Maria delle Grazie y San Maurizio al Monastero Maggiore están a 6 min a pie y a 500 metros del apartamento, y hay wifi gratis.

Este apartamento con aire acondicionado consta de 2 dormitorios independientes, una sala de estar, una zona de cocina totalmente equipada y 2 baños. Hay TV de pantalla plana.

Cerca del alojamiento hay puntos de interés como Dársena de Milán, Museo Del Novecento y Castillo Sforzesco. El aeropuerto (Aeropuerto de Milán - Linate) está a 9 km."
257,Sweett - Cozy Duomo,"8,3",4,Centro de Milán,0.35,1.241,"Sweett - Cozy Duomo está en el centro de Milán, a 2 min a pie de Palacio Real y a 400 metros de Museo Del Novecento, y ofrece alojamiento con wifi gratis.

El apartamento ofrece TV de pantalla plana y baño privado con artículos de aseo gratuitos, secador de pelo y ducha. También hay una cocina equipada con nevera, lavavajillas y horno en algunas unidades

Cerca del alojamiento hay puntos de interés como Estación de metro San Babila, Montenapoleone Metro Station y San Maurizio al Monastero Maggiore. El aeropuerto (Aeropuerto de Milán - Linate) está a 7 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
258,iH Hotels Milano Ambasciatori,"7,5",4,Centro de Milán,0.5,1.467,"El IH Hotels Milano Ambasciatori es un elegante edificio del siglo XX con WiFi gratis en todo el establecimiento, y está a 3 paradas de metro del castillo Sforzesco y a solo 250 metros de la catedral Duomo de Milán y de la estación de metro de San Babila.

Las habitaciones tienen aire acondicionado, suelo de moqueta y TV de pantalla plana vía satélite, y algunas ofrecen vistas al centro histórico.

El restaurante del hotel tiene porche y vistas a la plaza Beccaria, y el desayuno es un abundante buffet continental que incluye productos dulces, salados y sin gluten. Se sirve desayuno de tipo americano bajo petición.

El Milano Ambasciatori se halla a 5 minutos a pie de Via Montenapoleone y del distrito de la moda de Milán, y está frente a la galería comercial Del Corso y a 6 km del aeropuerto internacional de Linate."
259,Ostelzzz Milano,"7,2",,Estación central,2.2,1.033,"El Ostelzzz Milano se encuentra en el distrito Stazione Centrale de Milán y ofrece un salón compartido. En las inmediaciones hay lugares de interés como la Galería de Arte Moderno y Villa Necchi Campiglio. El establecimiento está a 17 minutos a pie del distrito de la moda de Milán y a 1,9 km de Brera.

Todas las habitaciones compartidas del albergue disponen de baño compartido con ducha y secador de pelo.

El Ostelzzz Milano sirve un desayuno italiano todos los días. A su llegada, los huéspedes recibirán una bebida de bienvenida.

La Scala está a 2,4 km del alojamiento. El aeropuerto más cercano es el de Milán Linate, ubicado a 7 km del Ostelzzz Milano."
260,DEA DREAMS San Siro 27 Apartment,"8,8",4,Feria de Milán,2.9,1.519,"DEA DREAMS San Siro 27 Apartment, que cuenta con vistas al jardín, ofrece alojamiento con balcón y hervidor, y está a unos 11 min a pie de CityLife. Hay wifi gratis y se ofrece parking privado por un suplemento.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con bidet y ducha. Se ofrece TV de pantalla plana.

El personal habla inglés, español, francés y italiano, y estará encantado de dar información sobre la zona en recepción.

Iglesia de Santa Maria delle Grazie está a 19 min a pie del alojamiento, y Fiera Milano está a 1,6 km. El aeropuerto (Aeropuerto de Milán - Linate) está a 12 km."
261,Milan Retreats,"9,2",4,Estación central,2.7,1.591,"El Milan Retreats ofrece apartamentos con aire acondicionado y WiFi gratuita en diferentes ubicaciones de la zona de la estación central de Milán. Este alojamiento está bien comunicado con la red de transporte de la ciudad.

Los apartamentos disponen de cocina o zona de cocina, TV de pantalla plana, baño con secador de pelo También tienen balcón o terraza.

Las estaciones de tren de Milán Centrale y Porta Garibaldi están a menos de 10 minutos a pie del Milan Retreats. La parada de metro Milano Centrale se encuentra a 5 minutos a pie y ofrece conexiones con el centro de la ciudad."
262,Hilton Milan,"8,2",4,Estación central,2.6,1.546,"El elegante Hilton Milan está a 200 metros de la estación de metro y tren Milan Centrale y ofrece un gimnasio bien equipado. El establecimiento alberga un bar y el restaurante CotoliAMO, que sirve platos milaneses.

Las habitaciones son amplias y modernas. Todas cuentan con TV LCD y aire acondicionado. Algunas incluyen acceso al salón executive, con terraza al aire libre y refrescos gratuitos.

El Hilton Milan se sitúa a 15 minutos a pie de la zona de Porta Nuova. El Centro de Exposiciones Rho Fiera está a 15 minutos en tren. Asimismo, hay un servicio de traslado en autobús (ida y vuelta) que conecta la estación de tren con los aeropuertos de Orio al Serio, Malpensa y Linate."
263,Guest House Minas,"7,4",3,Porta Vittoria,1.7,788,"El Guest House Minas ofrece alojamiento sencillo en el centro de Milán.
El establecimiento se encuentra a 5 minutos a pie de una parada de tranvía que conecta con la catedral de Milán y la zona comercial Corso Vittorio Emanuele.

Las habitaciones cuentan con WiFi gratuita, aire acondicionado o ventilador. Todas las habitaciones disponen de baño privado.

El Guest House Minas está situado en una zona llena de tiendas, restaurantes y cafeterías. A 500 metros del establecimiento hay una parada de tranvía que conecta con la estación central de Milán y los canales de Navigli. El aeropuerto de Milán Linate está a 7 km.

Los huéspedes recibirán un e-mail o una notificación 48 horas antes de la llegada, por lo que deberán hacer el registro de entrada online. El registro de entrada online debe realizarse 24 horas antes de la llegada."
264,"Radisson Collection Hotel, Palazzo Touring Club Milan","9,0",5,Centro de Milán,0.6,3.709,"Radisson Collection Hotel, Palazzo Touring Club Milan tiene jardín, terraza, restaurante y bar en Milán. Este hotel de 5 estrellas ofrece servicio de habitaciones, recepción 24 horas y wifi gratis. El alojamiento está a 700 metros del centro de la ciudad y a 7 min a pie de Palacio Real.

El hotel ofrece habitaciones con aire acondicionado, escritorio, cafetera, minibar, caja fuerte, TV de pantalla plana y baño privado con ducha. Radisson Collection Hotel, Palazzo Touring Club Milan dispone de algunas habitaciones con vistas a la ciudad, y todas tienen hervidor. En el alojamiento, las habitaciones cuentan con ropa de cama y toallas.

El desayuno está disponible e incluye opciones buffet, continentales o italianas.

Radisson Collection Hotel, Palazzo Touring Club Milan tiene una zona de bienestar equipada con sauna.

Cerca del alojamiento hay puntos de interés como Museo Del Novecento, Dársena de Milán y San Maurizio al Monastero Maggiore. El aeropuerto (Aeropuerto de Milán - Linate) está a 8 km."
265,DADA 2bd App - nuovo in CENTRO zona Navigli,"9,6",4,Navigli,1.9,1.611,"DADA 2bd App - nuovo in CENTRO zona Navigli, que tiene un balcón con vistas a la ciudad, salón de uso común y restaurante, se encuentra en Milán, cerca de Dársena de Milán y a 1,1 km de MUDEC. Este apartamento ofrece alojamiento con patio y wifi gratis.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Iglesia de Santa Maria delle Grazie está a 1,8 km del alojamiento, y San Maurizio al Monastero Maggiore está a 1,9 km. El aeropuerto (Aeropuerto de Milán - Linate) está a 10 km."
266,Marcona24,"9,2",3,Porta Vittoria,1.7,1.210,"Marcona24 está a 15 min a pie de Villa Necchi Campiglio, en Milán, y ofrece alojamiento con aire acondicionado y wifi gratis.

Cada unidad cuenta con cocina totalmente equipada con mesa de comedor, TV de pantalla plana con canales vía satélite y baño privado con bidet, artículos de aseo gratuitos y secador de pelo. También hay nevera, microondas y fogones, además de cafetera.

Cerca del alojamiento hay puntos de interés como Estación de metro San Babila, Porta Romana Metro Station y Palacio Real. El aeropuerto (Aeropuerto de Milán - Linate) está a 6 km."
267,"Wonderful downtown apartment-HD NETFLIX, KING-SIZE BED, two minutes' walk from metro","9,5",4,Milán,1.9,1.773,"Wonderful downtown apartment-HD NETFLIX, KING-SIZE BED, two minutes' walk from metro se encuentra en Milán, a 2 min a pie de Porta Romana Metro Station y a 2 km de Palacio Real, y ofrece alojamiento con equipamiento como wifi gratis y TV de pantalla plana. Ofrece balcón y terraza.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Museo Del Novecento está a 2,6 km del alojamiento, y Dársena de Milán está a 2,8 km. El aeropuerto (Aeropuerto de Milán - Linate) está a 8 km."
268,Milan Royal Suites - Centro Brera,"8,6",4,Centro de Milán,0.6,1.349,"El Milan Royal Suites - Brera, situado a 20 minutos a pie de la catedral de Milán, ofrece apartamentos de estilo contemporáneo con WiFi gratuita.

Los alojamientos están decorados en tonos neutros y tienen aire acondicionado, suelo de madera y zona de estar. La zona de cocina está equipada con horno y cafetera. El baño es privado e incluye secador de pelo y artículos de aseo gratuitos. Algunos alojamientos cuentan con lavavajillas.

El establecimiento también ofrece caja fuerte y consigna de equipaje.

La parada de metro Porta Venezia, ubicada a 750 metros, conecta con la Expo 2015. El distrito de la moda y la calle Montenapoleone están a 15 minutos a pie."
269,BB Hotels Aparthotel Visconti,"8,4",3,San Siro,4.1,862,"El BB Hotels Aparthotel Visconti ofrece alojamiento con aire acondicionado y WiFi gratuita y se encuentra en Milán, a 10 minutos en coche del estadio San Siro. La estación de metro Bande Nere está a 450 metros.

Todos los apartamentos tienen zona de cocina totalmente equipada, zona de estar con TV de pantalla plana, baño privado, toallas y ropa de cama.

La estación de metro cercana proporciona conexiones con la catedral de Milán. El BB Hotels Aparhotel Visconti está a 40 minutos en coche del aeropuerto de Milán-Malpensa."
270,Italianway - The B Village Standard,"7,4",3,Centro de Milán,1.3,922,"Italianway - The B Village Standard, que tiene centro de fitness y wifi gratis, está en el centro de Milán, cerca de Iglesia de Santa Maria delle Grazie, Castillo Sforzesco y La Scala.

El alojamiento tiene aire acondicionado, zona de cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con bidet, artículos de aseo gratuitos y secador de pelo. También hay nevera, microondas y fogones, además de hervidor.

Cerca del alojamiento hay puntos de interés como San Maurizio al Monastero Maggiore, Galería Vittorio Emanuele y Piazza del Duomo. El aeropuerto (Aeropuerto de Milán - Linate) está a 10 km."
271,Isola suites,"8,4",3,Bicocca ,3.4,862,"Isola suites está a 2,3 km de Arena Civica, en Milán, y ofrece alojamiento con aire acondicionado y wifi gratis.

El alojamiento está equipado con TV de pantalla plana y baño privado con ducha, bañera de hidromasaje y artículos de aseo gratuitos. La cocina tiene nevera, horno y minibar. También hay fogones, además de cafetera y hervidor.

Estación de metro Centrale está a 2,5 km del alojamiento, y Bosco Verticale está a 18 min a pie. El aeropuerto (Aeropuerto de Milán - Linate) está a 11 km."
272,Best Western Madison Hotel,"8,0",4,Estación central,2.8,5.054,"Este establecimiento ofrece el riguroso programa Special Protection, con medidas específicas para garantizar la seguridad de los huéspedes y del personal.
El Hotel Madison está a solo 5 minutos a pie de la estación central y facilita alojamiento amplio y confortable. La sala de desayunos de la planta baja tiene vistas a la iglesia de Sant'Agostino.
El Madison Hotel cuenta con zona de lectura, sala de TV y bar abierto a todas horas.
Hay un pequeño aparcamiento privado disponible bajo reserva. El hotel está a 5 minutos a pie de la estación de tren Milano Centrale, que enlaza con los aeropuertos de Linate y Malpensa."
273,10 Via Giuseppe Sirtori,"9,3",3,Centro de Milán,1.8,1.159,"10 Via Giuseppe Sirtori ofrece wifi gratis y se encuentra en el centro de Milán, a 10 min a pie de GAM Milano y a 800 metros de Villa Necchi Campiglio. Este apartamento está a 2 km de Pinacoteca de Brera y a 1,9 km de Galería Vittorio Emanuele.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una zona de cocina totalmente equipada con nevera y cafetera, y 1 baño con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Estación de metro San Babila, Montenapoleone Metro Station y Estación de metro Centrale. El aeropuerto (Aeropuerto de Milán - Linate) está a 8 km."
274,Rosa Grand Milano - Starhotels Collezione,"8,4",4,Centro de Milán,0.4,2.489,"El Rosa Grand Milano - Starhotels Collezione ofrece vistas a la Piazza Fontana y se encuentra en el centro de Milán, a 2 minutos a pie de la catedral de Milán. Cuenta con 2 restaurantes elegantes, centro de bienestar moderno, WiFi gratuita y habitaciones elegantes.

Las habitaciones del Rosa Grand disponen de cama Starhotels' Starbed, carta de almohadas, TV vía satélite de pantalla plana, minibar y escritorio.

El centro de bienestar del Rosa Grand, que dispone de equipos de última generación, cuenta con zona de fitness, zona de relajación y terraza solárium.

Todos los restaurantes del hotel ofrecen productos de alta calidad y sirven una variedad de especialidades de Milán y platos internacionales.

El hotel dispone de 8 salas de reuniones.

El hotel se encuentra a 5 minutos a pie del teatro La Scala y la calle comercial Via Montenapoleone. La estación de metro Duomo está a 500 metros y comunica rápida y cómodamente con el resto de Milán."
275,Italianflat - Vittoria Suite,"8,1",3,Centro de Milán,1.3,1.443,"Italianflat - Vittoria Suite se encuentra en Milán, a 13 min a pie de Villa Necchi Campiglio y a 1,1 km de Estación de metro San Babila, y ofrece alojamiento con wifi gratis en todo el alojamiento. El alojamiento está cerca de Galería Vittorio Emanuele, de Piazza del Duomo y de Duomo Milan. El alojamiento está a 15 min a pie de Porta Romana Metro Station y a 1,4 km del centro de la ciudad.

Todas las habitaciones de este alojamiento están equipadas con hervidor. Las habitaciones del alojamiento incluyen baño privado, TV de pantalla plana y aire acondicionado, y algunas también cuentan con zona de estar.

Cerca del alojamiento hay puntos de interés como Palacio Real, Museo Del Novecento y GAM Milano. El aeropuerto (Aeropuerto de Milán - Linate) está a 6 km."
276,Hotel The Square Milano Duomo - Preferred Hotels & Resorts,"8,7",4,Centro de Milán,0.4,2.184,"El The Square Milano Duomo Hotel ocupa un edificio histórico situado a 5 minutos a pie de la catedral de Milán, la ópera de la Scala y la zona comercial de Vittorio Emanuele. Ofrece restaurante, bar y WiFi gratuita en todas sus instalaciones.

Las habitaciones son modernas y disponen de aire acondicionado, minibar y baño privado con secador de pelo y artículos de aseo gratuitos.

El Square Milano está a 15 minutos a pie del Parco Sempione y a 100 metros de la parada de metro de Missori."
277,INTOMILAN Galleria Duomo I Boutique & Design Aparthotel,"9,1",4,Centro de Milán,0.5,1.677,"INTOMILAN Galleria Duomo I Boutique & Design Aparthotel ofrece vistas a la ciudad y wifi gratis. Ofrece alojamiento bien situado en el centro de Milán, a poca distancia de Estación de metro San Babila, Montenapoleone Metro Station y Villa Necchi Campiglio.

Cada unidad tiene baño privado, bidet, aire acondicionado, TV de pantalla plana y minibar. Algunas unidades también tienen una cocina equipada con nevera y fogones.

Cerca del alojamiento hay puntos de interés como Galería Vittorio Emanuele, Piazza del Duomo y Duomo Milan. El aeropuerto (Aeropuerto de Milán - Linate) está a 8 km."
278,"Hotel Indigo Milan - Corso Monforte, an IHG Hotel","8,9",4,Centro de Milán,1.1,1.969,"El Hotel Indigo Milan - Corso Monforte ofrece alojamiento, bar y aparcamiento privado en Milán, a 800 metros del centro de la ciudad. Cuenta con restaurante, WiFi gratuita en todas las zonas y servicio de habitaciones y recepción disponibles las 24 horas. El establecimiento está cerca de lugares de interés como la plaza del Duomo, el Palazzo Reale y el Museo del Novecento.

Los alojamientos están provistos de aire acondicionado, TV de pantalla plana vía satélite, cafetera, bidet, secador de pelo y escritorio. Todas las habitaciones cuentan con armario y baño privado. 

El Hotel Indigo Milan - Corso Monforte sirve un desayuno buffet abundante con ingredientes de temporada. También se preparan platos sin gluten y sin lactosa.

Cerca del alojamiento hay lugares de interés como GAM Milano, la Galleria Vittorio Emanuele y el Duomo de Milán. El aeropuerto más cercano es el de Milán Linate, ubicado a 7 km del Hotel Indigo Milan - Corso Monforte."
279,Spazio Luna,"8,7",3,Bicocca ,4.9,1.079,"Spazio Luna, que cuenta con vistas a la ciudad, ofrece alojamiento con balcón y hervidor, y está a unos 3,3 km de Bosco Verticale. El alojamiento está a 3,8 km de Estación de metro Centrale y dispone de wifi gratis en todo el alojamiento.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Estación de metro Lambrate está a 5,5 km del alojamiento, y Arena Civica está a 5,6 km. El aeropuerto (Aeropuerto de Milán - Linate) está a 11 km."
280,UNA HOTELS Scandinavia Milano,"8,3",4,Sempione,3.0,887,"Set 200 metres from Gerusalemme Metro Stop with links to Milan city centre, UNA HOTELS Scandinavia Milano offers modern rooms with free WiFi. Guests can also enjoy the gym.

Air-conditioned rooms at the Scandinavia include a flat-screen TV, mahogany wood furnishings, and a minibar. The private bathroom has a hairdryer and aloe toiletries.

Italian and international cuisine are served at Il Giardino Bar & Restaurant by Una Cucina , while you can enjoy drinks and snacks at the lounge bar. An early light breakfast is available daily from 04:00.

The property is 1 km from Milan’s MiCo CityLife Exhibition Centre, while Rho Fiera Milano Exhibition Centre is a 15-minute drive away."
281,Alla Casa Di Gio,"9,2",3,Estación central,1.7,987,"Alla Casa Di Gio se encuentra a 12 min a pie de Estación de metro Centrale, en Milán, y ofrece alojamiento con aire acondicionado y wifi gratis.

El apartamento ofrece TV de pantalla plana y baño privado con artículos de aseo gratuitos, secador de pelo y bidet. También hay una cocina equipada con nevera, horno y microondas en algunas unidades

Cerca del alojamiento hay puntos de interés como GAM Milano, Pinacoteca de Brera y Bosco Verticale. El aeropuerto (Aeropuerto de Milán - Linate) está a 9 km."
282,Milano Affittacamere,"7,7",3,Viale Monza,3.8,965,"Milano Affittacamere está muy bien situado en el barrio de Viale Monza, Milán, a 1,7 km de Estación de metro Centrale, a 2,6 km de Estación de metro Lambrate y a 3 km de GAM Milano. Este alojamiento ofrece cocina compartida y salón de uso común, además de wifi gratis en todo el alojamiento. Hay parking privado en el propio alojamiento.

Todas las unidades incluyen aire acondicionado, nevera, microondas, cafetera, bidet, artículos de aseo gratuitos y escritorio. Todas las habitaciones incluyen baño privado con ducha y secador de pelo. En el hostal o pensión, todas las habitaciones están equipadas con armario y TV de pantalla plana.

Puedes jugar a los dardos en Milano Affittacamere.

Villa Necchi Campiglio está a 3,3 km del alojamiento, y Bosco Verticale está a 3,6 km. El aeropuerto (Aeropuerto de Milán - Linate) está a 8 km."
283,aparto Milan Giovenale,"7,8",3,Navigli,1.6,914,"Aparto Milan Giovenale se encuentra en Milán, a 11 min a pie de Dársena de Milán y a 1,6 km de Porta Romana Metro Station, y ofrece alojamiento con wifi gratis, aire acondicionado, jardín y salón de uso común.

Cerca del alojamiento hay puntos de interés como Palacio Real, Museo Del Novecento y Galería Vittorio Emanuele. El aeropuerto (Aeropuerto de Milán - Linate) está a 9 km."
284,Residence 2Gi,"8,8",3,Milán,4.8,707,"Residence 2Gi se encuentra a 2 km de Fiera Milano y a 3,3 km de CityLife, y ofrece alojamiento en Milán. Se ofrece wifi gratis en todo el alojamiento y parking privado en el propio alojamiento.

El alojamiento está equipado con TV de pantalla plana y baño privado con bidet, ducha y artículos de aseo gratuitos. La cocina dispone de nevera, horno y microondas. Todas las unidades tienen aire acondicionado e incluyen zona de estar y/o de comedor.

Arena Civica está a 4 km del alojamiento, y Estadio San Siro está a 4,6 km. El aeropuerto (Aeropuerto de Milán - Linate) está a 13 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
285,Brera Apartments in San Babila,"8,5",3,Centro de Milán,0.9,1.010,"A 3-minute walk from Piazza San Babila, Brera Apartments in San Babila offers modern and elegantly decorated apartments in central Milan. Facilities include free WiFi access, a flat-screen TV and iPod dock.

Studios and apartments feature elegant furnishings and attention to detail. Each apartment is provided with a comfortable living area. The bathroom comes with a shower, free toiletries and hairdryer."
286,Santa Maria Valle 3,"7,9",3,Centro de Milán,0.6,2.408,"Santa Maria Valle 3 es un alojamiento con wifi gratis y vistas a la ciudad que está en pleno centro de Milán, a solo 10 min a pie de San Maurizio al Monastero Maggiore y a 800 metros de Palacio Real. Este apartamento está a 12 min a pie de La Scala y a 800 metros de Galería Vittorio Emanuele.

Este apartamento de 2 dormitorios tiene aire acondicionado y ofrece 1 baño con bidet, ducha y artículos de aseo gratuitos. La cocina está equipada con nevera, lavavajillas y horno, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Museo Del Novecento, Dársena de Milán y Castillo Sforzesco. El aeropuerto (Aeropuerto de Milán - Linate) está a 9 km."
287,Hotel Vittoria,"8,0",4,Porta Vittoria,1.7,872,"El Hotel Vittoria está situado en el distrito milanés de Porta Vittoria, a 100 metros de las paradas de autobús y de tranvía que enlazan con el centro de la ciudad. Ofrece WiFi gratuita en el vestíbulo, así como habitaciones con aire acondicionado y TV de pantalla plana HD.

El Hotel Vittoria, de gestión familiar, dispone de habitaciones acogedoras y elegantes con muebles antiguos. Algunas gozan de vistas al jardín tranquilo. Bajo petición, el desayuno buffet puede incluir zumo de naranjas de Sicilia recién exprimidas. Además, hay productos sin gluten y alimentos kosher disponibles bajo petición.

En el bar del hotel, Il Ritrovo, se pueden servir aperitivos, cócteles internacionales y diversas bebidas. El bar, decorado con cuadros, también organiza sesiones de música en directo por las noches.

El Vittoria se encuentra a 700 metros de la estación de tren de Milán Dateo, que ofrece conexiones con el centro de exposiciones Rho Fiera Milano en 20 minutos."
288,The Corner Duomo Hotel,"8,5",4,Centro de Milán,0.4,2.145,"El Corner Duomo Hotel está situado en el centro de Milán, a solo 3 minutos a pie del Duomo y a pocos pasos del Teatro alla Scala y de la Via Monte Napoleone.

Las habitaciones y suites disponen de aire acondicionado, Smart TV de pantalla plana con canales vía satélite, cafetera Nespresso y wifi gratuita. Algunas suites están equipadas con un spa privado con jacuzzi y sauna.

Las habitaciones y suites disponen de aire acondicionado, Smart TV de pantalla plana con canales vía satélite, cafetera Nespresso y wifi gratuita.

El Corner Duomo Hotel tiene una azotea en la 6.ª planta y una zona de gimnasio."
289,Stylish Mini in the Heart of Milano,"8,4",3,Centro de Milán,0.6,1.846,"Stylish Mini in the Heart of Milano ofrece alojamiento muy bien ubicado en pleno centro de Milán, y tiene vistas al jardín y jardín. El alojamiento está a 6 min a pie de San Maurizio al Monastero Maggiore y tiene wifi gratis en todo el alojamiento.

Este apartamento tiene aire acondicionado y dispone de 1 dormitorio y 1 baño con bidet, ducha y artículos de aseo gratuitos. La cocina está equipada con nevera, lavavajillas y horno, además de cafetera.

Cerca del alojamiento hay puntos de interés como Iglesia de Santa Maria delle Grazie, Palacio Real y Museo Del Novecento. El aeropuerto (Aeropuerto de Milán - Linate) está a 9 km."
290,Residence De La Gare,"9,3",4,Estación central,2.8,908,"Este establecimiento ocupa un palacio histórico y ofrece apartamentos elegantes con conexión WiFi gratuita. Está a 100 metros de la estación de metro de Caiazzo y a 5 minutos a pie de la estación de trenes de Milano Centrale.

Los apartamentos del Residence de la Gare incluyen una sala de estar diáfana con cocina completamente equipada, aire acondicionado y TV vía satélite de pantalla plana.

La estación de tren de Milano Centrale ofrece conexiones en transporte público con el centro de exposiciones Expo 2015, situado a 20 km, y con el aeropuerto de Linate, ubicado a 30 minutos en coche."
291,Downtown Milano,"8,3",4,Navigli,4.5,1.408,"Downtown Milano está a 3,2 km de MUDEC, en Milán, y ofrece alojamiento con aire acondicionado y wifi gratis.

El apartamento ofrece balcón, vistas a la ciudad, zona de estar, TV de pantalla plana, cocina totalmente equipada con nevera y lavavajillas, y baño privado con bidet y secador de pelo. También hay horno, fogones y tostadora, además de cafetera.

Dársena de Milán está a 4,5 km del alojamiento, y Iglesia de Santa Maria delle Grazie está a 5 km. El aeropuerto (Aeropuerto de Milán - Linate) está a 13 km."
292,Piranesi 246,"8,8",4,Porta Vittoria,2.8,1.390,"Piranesi 246 está en Milán y ofrece alojamiento con piscina al aire libre abierta todo el año, wifi gratis, centro de fitness y terraza. Hay parking privado en el propio alojamiento.

Cada unidad dispone de lavavajillas, horno, cafetera, microondas y hervidor. Algunas unidades tienen TV de pantalla plana vía satélite, cocina totalmente equipada con nevera y baño privado con bidet y artículos de aseo gratuitos.

Porta Romana Metro Station está a 2,9 km del alojamiento, y Villa Necchi Campiglio está a 3 km. El aeropuerto (Aeropuerto de Milán - Linate) está a 5 km."
293,AV Hotel Milano,"8,2",2,Estación central,2.5,968,"El AV Hotel Milano se encuentra a menos de 5 minutos a pie de la estación de tren Milano Centrale, que ofrece conexiones con el centro de la ciudad y todos los aeropuertos. Este hotel ofrece habitaciones con aire acondicionado y WiFi gratuita.

Todas las habitaciones presentan un estilo clásico y cuentan con TV de pantalla plana, escritorio y suelo de baldosa. Hay baño privado con secador de pelo y artículos de aseo gratuitos.

Se sirve un desayuno típico italiano a diario con bebidas calientes, cruasanes y bollería. Hay un bar, donde los huéspedes pueden disfrutar de bebidas.

La estación de metro Milano Centrale se encuentra a 55 metros. La calle comercial Corso Buenos Aires está a 10 minutos a pie."
294,Matilde Boutique Hotel,"9,1",4,Centro de Milán,0.15,3.043,"El Matilde Boutique Hotel dispone de restaurante, bar y salón compartido en Milán, a 150 metros de la Piazza Duomo. También cuenta con recepción 24 horas, servicio de habitaciones y WiFi gratuita en todas las instalaciones. El establecimiento se halla a 1,5 km del lugar donde se encuentra La Última Cena y a 350 metros del Museo del Novecento.

Las habitaciones del Matilde Boutique Hotel incluyen TV vía satélite de pantalla plana, aire acondicionado y baño privado.

El establecimiento sirve un desayuno buffet.

Cerca del Matilde Boutique Hotel hay varios lugares de interés, como la plaza del Duomo, el Teatro de La Scala y la iglesia de San Maurizio al Monastero Maggiore. El aeropuerto de Milán Linate, el más cercano, se sitúa a 10 km."
295,Collection Duomo Suite 2 - Top Collection,"8,5",3,Centro de Milán,0.7,1.510,"Collection Duomo Suite 2 - Top Collection está en el centro de Milán, a solo 13 min a pie de Villa Necchi Campiglio y a 600 metros de Palacio Real, y ofrece alojamiento con vistas a la ciudad y wifi gratis. Este apartamento está a 11 min a pie de Galería Vittorio Emanuele y a 900 metros de Piazza del Duomo.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Museo Del Novecento, Estación de metro San Babila y Porta Romana Metro Station. El aeropuerto (Aeropuerto de Milán - Linate) está a 7 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
